"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"X1",1,688,-0.00138750131527978,0.985294463638604,-0.0436329209451504,-0.0199041624406569,0.988553031971735,-2.18899920045261,3.35439018702886,5.54338938748147,0.231875137297096,-0.182299345063917,0.0375639992653794
